Designator,Mid X,Mid Y,Rotation,Layer
A1,134.56,-83.4,0.0,top
K1,111.34,-71.605,0.0,top
K2,111.34,-89.09,0.0,top
K3,111.34,-106.575,0.0,top
K4,111.34,-124.06,0.0,top
RV1,155.8,-125.0,90.0,top
SW1,147.53,-128.51,90.0,top
